text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
RELATED: Jaylon Johnson Explains His Smooth Transition To The NFL,False,False,False,False,False,False,False,False,False,False,True
"""We talked last year — it was a big deal — let’s not make a bad play worse,""",False,False,False,True,False,False,False,True,False,False,False
 Nagy said,False,False,True,False,False,False,False,False,True,False,False
"And let’s keep that next-play mentality going, where if something bad happens on one play, let’s make a good play the next",False,False,True,False,False,False,False,False,True,False,False
"He’s been doing that. We haven’t had that domino effect. That, to me is another sign of growth for him.",False,False,False,True,False,False,False,True,False,False,False
 stats through two games (38 for 64 and 432 yards with five touchdowns and two picks,False,True,False,False,False,True,False,False,False,False,False
"aren't exactly jumping off the page, and Trubisky knows it ",False,False,False,True,False,False,False,True,False,False,False
when asked on Wednesday,False,True,False,False,False,True,False,False,False,False,False
"he thinks he's played well enough, he answered, quite bluntly, ""No, definitely not."" ",False,False,False,True,False,False,False,True,False,False,False
"winning a QB battle, and then the first two games of the season",False,True,False,False,False,True,False,False,False,False,False
"is a pretty stark improvement from where Trubisky started 2020,",False,False,False,True,False,False,False,True,False,False,False
"""I’m trying to improve in every aspect,"" Trubisky said.",False,True,False,False,False,False,False,False,True,False,False
"""I’m assessing every throw, every play I made, the decisions. And as a quarterback, you try to play a perfect game. You know you’re never going to get there but that’s what you’re striving for. I still need to improve every single week and there’s still throws and decisions I need to improve on and first game to second game,",False,True,False,False,False,False,False,True,False,False,False
 I feel like it got a little bit better and then that’s the goal to get better this week as well.,False,True,False,False,False,False,False,True,False,False,False
It shouldn't surprise anyone that Mitch Trubisky's painted an incomplete picture through the first couple games of the Bears' 2020 season.,False,False,False,True,False,False,False,True,False,False,False
"It has, after all, only been two games, and while rebounding from 2019 was a reasonable expectation for the Bears' quarterback,",False,False,True,False,False,True,False,False,False,False,False
 consistency's never been his strength.,False,False,False,True,False,False,False,True,False,False,False
There have been some good quarters and some bad quarters so far,False,False,False,True,False,False,False,True,False,False,False
 the Bears have liked what they've seen from Trubisky.,False,False,False,True,False,False,False,True,False,False,False
"""Yeah, I would say that right now, we definitely see enough improvement,""",False,True,False,False,False,False,False,True,False,False,False
Matt Nagy told reporters on Wednesday afternoon,False,True,False,False,False,False,False,False,True,False,False
". ""I think that he knows that there’s plenty more that can happen. There’s a couple reads that he had in that game that, you know, was No. 1 in the progression and he didn’t get to. He knows that.""",False,True,False,False,False,False,False,True,False,False,False
"Nagy went on to say that despite a few missed reads, the team's actually been pleased with the decision making that Trubisky's displayed so far. What's been maybe even more encouraging to them has been the QB's short memory; bad plays that might have sunk entire drives – or games – in 2019 simply aren't getting to Trubisky like they used to.",False,False,True,False,False,True,False,False,False,False,False
RELATED: Jaylon Johnson Explains His Smooth Transition To The NFL,False,False,False,False,False,False,False,False,False,False,True
"""We talked last year — it was a big deal — let’s not make a bad play worse,"" Nagy said. ",False,True,False,False,False,False,False,False,True,False,False
"""And let’s keep that next-play mentality going, where if something bad happens on one play, let’s make a good play the next. He’s been doing that. We haven’t had that domino effect. That, to me is another sign of growth for him.""",False,False,True,False,False,False,False,True,False,False,False
